file,row_key,row_id,status,since,note
accessories.csv,id,bell_norigae,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,wind_daenggi,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,tiger_eye_bead,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,ice_heart_norigae,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,bokjumeoni,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,dokkaebi_gamtu,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,ssireum_knot,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,iron_appetite,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,yeouiju_shard,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,jigwi_ember,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,drought_heart_shard,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,tiger_gait,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,three_horn,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,eop_scale,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,yeongno_mask,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,perfect_core,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,clay_hand,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,skate_pad,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,magpie_bell,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,old_key,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,minhwa_ink,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,vault_seal,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,gate_mark,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,dry_trace,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,altar_echo,수정예정,v70,v63~ 대개편 대상
accessories.csv,id,frost_map,수정예정,v70,v63~ 대개편 대상
bosses.csv,id,king_dokkaebi,수정예정,v70,v63~ 대개편 대상
bosses.csv,id,mother_bulgasari,수정예정,v70,v63~ 대개편 대상
bosses.csv,id,imugi_boss,수정예정,v70,v63~ 대개편 대상
bosses.csv,id,jigwi,추가예정,,
bosses.csv,id,gangcheol_blaze,추가예정,,
bosses.csv,id,sangun,추가예정,,
bosses.csv,id,samdugumi,추가예정,,
bosses.csv,id,eop_guryeongi,추가예정,,
bosses.csv,id,yeongno,추가예정,,
bosses.csv,id,gangcheol_perfect,추가예정,,
chests.csv,pool,지상 폐허,구현됨,,
chests.csv,pool,상층,구현됨,,
chests.csv,pool,중층,구현됨,,
chests.csv,pool,심층,구현됨,,
codex.csv,id,club,추가예정,,
codex.csv,id,bulgasari,추가예정,,
codex.csv,id,yakwang,추가예정,,
codex.csv,id,eoduksini,추가예정,,
codex.csv,id,gaekgwi,추가예정,,
codex.csv,id,imugi,추가예정,,
codex.csv,id,gangcheol,추가예정,,
codex.csv,id,king_dokkaebi,추가예정,,
codex.csv,id,mother_bulgasari,추가예정,,
codex.csv,id,imugi_boss,추가예정,,
codex.csv,id,jigwi,추가예정,,
codex.csv,id,gangcheol_blaze,추가예정,,
codex.csv,id,sangun,추가예정,,
codex.csv,id,samdugumi,추가예정,,
codex.csv,id,eop_guryeongi,추가예정,,
codex.csv,id,yeongno,추가예정,,
codex.csv,id,gangcheol_perfect,추가예정,,
crafting-ext.csv,id,seolpungseon,구현됨,,
crafting-ext.csv,id,frost_bell_rope,구현됨,,
crafting-tree.csv,id,workbench,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,furnace,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,blast_furnace,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,ice_anvil,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,iron_claw,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,icesteel_claw,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,lantern,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,sieve,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,haetae_statue,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,nest_bed,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,magpie_nest,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,dokkaebi_club,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,frostclaw_gauntlet,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,iron_insul_wall,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,cold_device,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,insul_wall,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,door,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,roof,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,jangdok,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,ice_core,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,ssireum_satba,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,iron_bait_pile,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,ice_altar_offering,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,dokkaebi_fire_tower,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,singijeon_cart,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,ice_crystal_cooler,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,cold_wave_core,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,straw_insul,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,clay_plaster,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,munpungji,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,hapjukseon,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,cheolseon,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,iron_bell_rope,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,iron_sieve,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,frost_lantern,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,bell_rope,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,minhwa_scroll,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,saekdong_lantern,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,onggi_pot,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,wind_chime,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,saekdong_cushion,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,straw_helm,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,straw_armor,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,straw_boots,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,iron_helm,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,iron_armor,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,iron_boots,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,icesteel_helm,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,icesteel_armor,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,icesteel_boots,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,water_jar,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,ice_jar,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,wallpaper,수정예정,v70,v63~ 대개편 대상
crafting-tree.csv,id,seonge_ingot,추가예정,,
crafting-tree.csv,id,ice_root_bundle,추가예정,,
crafting-tree.csv,id,cold_wave_ingot,추가예정,,
crafting-tree.csv,id,seonge_helm,추가예정,,
crafting-tree.csv,id,seonge_armor,추가예정,,
crafting-tree.csv,id,seonge_boots,추가예정,,
crafting-tree.csv,id,ice_root_helm,추가예정,,
crafting-tree.csv,id,ice_root_armor,추가예정,,
crafting-tree.csv,id,ice_root_boots,추가예정,,
crafting-tree.csv,id,cold_wave_helm,추가예정,,
crafting-tree.csv,id,cold_wave_armor,추가예정,,
crafting-tree.csv,id,cold_wave_boots,추가예정,,
crafting-tree.csv,id,straw_sling,추가예정,,
crafting-tree.csv,id,gakgung,추가예정,,
crafting-tree.csv,id,singijeon_sondae,추가예정,,
crafting-tree.csv,id,seonge_gakgung,추가예정,,
crafting-tree.csv,id,ice_root_bow,추가예정,,
crafting-tree.csv,id,cold_wave_singijeon,추가예정,,
crafting-tree.csv,id,seonge_fan,추가예정,,
crafting-tree.csv,id,ice_root_whipfan,추가예정,,
crafting-tree.csv,id,cold_wave_fan,추가예정,,
crafting-tree.csv,id,sangun_claw,추가예정,,
crafting-tree.csv,id,perfect_claw,추가예정,,
crafting-tree.csv,id,seonge_tower,추가예정,,
crafting-tree.csv,id,cold_wave_tower,추가예정,,
crafting-tree.csv,id,ice_root_battery,추가예정,,
crafting-tree.csv,id,cold_wave_battery,추가예정,,
crafting-tree.csv,id,scarecrow,추가예정,,
crafting-tree.csv,id,ice_trap,추가예정,,
crafting-tree.csv,id,arrow_supply,추가예정,,
crafting-tree.csv,id,plaster_doll,추가예정,,
crafting-tree.csv,id,gong_tower,추가예정,,
crafting-tree.csv,id,jigwi_summon,추가예정,,
crafting-tree.csv,id,samdugumi_summon,추가예정,,
crafting-tree.csv,id,eop_summon,추가예정,,
crafting-tree.csv,id,jukbuin,추가예정,,
crafting-tree.csv,id,daebal,추가예정,,
crops.csv,zone_id,zone01,추가예정,,
crops.csv,zone_id,zone02,추가예정,,
